sentence	label
when compared to the usual , more somber festival entries , davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic .	1
austin powers for the most part is extremely funny , the first part making up for any flaws that come later .	1
this film can only point the way -- but thank goodness for this signpost .	1
a dazzling dream of a documentary .	1
, `` they 're out there ! ''	1
it 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .	0
familiar but utterly delightful .	1
the very simple story seems too simple and the working out of the plot almost arbitrary .	0
gorgeous to look at but insufferably tedious and turgid ... a curiously constricted epic .	0
be patient with the lovely hush !	1
an ill-conceived jumble that 's not scary , not smart and not engaging .	0
for a movie about the power of poetry and passion , there is precious little of either .	0
burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off .	0
... begins with promise , but runs aground after being snared in its own tangled plot .	0
poignant and delicately complex .	1
pretend like your sat scores are below 120 and you might not notice the flaws .	0
and it 's not that funny -- which is just generally insulting .	0
has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal 's overweight and out of shape .	0
a little better than sorcerer 's stone .	1
-lrb- `` take care of my cat '' -rrb- is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals .	1
a bittersweet contemporary comedy about benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing .	1
a muddy psychological thriller rife with miscalculations .	0
writer \/ director m. night shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .	1
spielberg 's realization of a near-future america is masterful .	1
rarely has sex on screen been so aggressively anti-erotic .	0
if i want music , i 'll buy the soundtrack .	0
they presume their audience wo n't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes .	0
poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions .	0
stealing harvard ca n't even do that much .	0
while this movie , by necessity , lacks fellowship 's heart , two towers outdoes its spectacle .	1
a dark comedy that goes for sick and demented humor simply to do so .	0
trapped wo n't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .	1
the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .	0
happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .	1
henry bean 's thoughtful screenplay provides no easy answers , but offers a compelling investigation of faith versus intellect	1
road to perdition does display greatness , and it 's worth seeing .	1
ah-nuld 's action hero days might be over .	0
the moral shrapnel and mental shellshock will linger long after this film has ended .	1
this is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it .	1
i walked away from this new version of e.t. just as i hoped i would -- with moist eyes .	1
-lrb- leigh -rrb- has a true talent for drawing wrenching performances from his actors -lrb- improvised over many months -rrb- and for conveying the way tiny acts of kindness make ordinary life survivable .	1
then you get another phone call warning you that if the video is n't back at blockbuster before midnight , you 're going to face frightening late fees .	0
the kind of sweet-and-sour insider movie that film buffs will eat up like so much gelati .	1
yes , it 's as good as you remember .	1
as refreshing as a drink from a woodland stream .	1
credit director ramsay for taking the sometimes improbable story and making it feel realistic .	1
no. .	0
a movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . '	1
some body often looks like an episode of the tv show blind date , only less technically proficient and without the pop-up comments .	0
after you laugh once -lrb- maybe twice -rrb- , you will have completely forgotten the movie by the time you get back to your car in the parking lot .	0
a tightly directed , highly professional film that 's old-fashioned in all the best possible ways .	1
one of the most unpleasant things the studio has ever produced .	0
a movie that 's about as overbearing and over-the-top as the family it depicts .	0
ong 's promising debut is a warm and well-told tale of one recent chinese immigrant 's experiences in new york city .	1
opera on film is never satisfactory .	0
with tiny little jokes and nary an original idea , this sappy ethnic sleeper proves that not only blockbusters pollute the summer movie pool .	0
one scene after another in this supposedly funny movie falls to the floor with a sickening thud .	0
crummy .	0
guy gets girl , guy loses girl , audience falls asleep .	0
two badly interlocked stories drowned by all too clever complexity .	0
full of the kind of obnoxious chitchat that only self-aware neurotics engage in .	0
rodriguez has the chops of a smart-aleck film school brat and the imagination of a big kid ...	1
allen 's funniest and most likeable movie in years .	1
a lively and engaging examination of how similar obsessions can dominate a family .	1
a portrait of alienation so perfect , it will certainly succeed in alienating most viewers .	0
elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .	1
a singularly off-putting romantic comedy .	0
uneven performances and a spotty script add up to a biting satire that has no teeth .	0
why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?	0
by its modest , straight-ahead standards , undisputed scores a direct hit .	1
... the kind of movie you see because the theater has air conditioning .	0
-lrb- p -rrb- artnering murphy with robert de niro for the tv-cops comedy showtime would seem to be surefire casting .	1
escapes the precious trappings of most romantic comedies , infusing into the story very real , complicated emotions .	1
interesting and thoroughly unfaithful version of carmen	1
lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it 's compelling .	0
taken as a whole , the tuxedo does n't add up to a whole lot .	0
return to never land is reliable , standard disney animated fare , with enough creative energy and wit to entertain all ages .	1
or maybe `` how will you feel after an 88-minute rip-off of the rock with action confined to slo-mo gun firing and random glass-shattering ? ''	0
i do n't blame eddie murphy but should n't owen wilson know a movie must have a story and a script ?	0
i found myself growing more and more frustrated and detached as vincent became more and more abhorrent .	0
the holes in this film remain agape -- holes punched through by an inconsistent , meandering , and sometimes dry plot .	0
it 's hard to imagine that even very small children will be impressed by this tired retread .	0
if you can swallow its absurdities and crudities lagaan really is enormously good fun .	1
for a film that 's being advertised as a comedy , sweet home alabama is n't as funny as you 'd hoped .	0
fun and nimble .	1
this is one of the biggest disappointments of the year .	0
these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i 'm all for that .	1
funny in a sick , twisted sort of way .	1
the story that emerges has elements of romance , tragedy and even silent-movie comedy .	1
a work of extraordinary journalism , but it is also a work of deft and subtle poetry .	1
one lousy movie .	0
it irritates and saddens me that martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere .	0
it 's bedeviled by labored writing and slack direction .	0
bottom-rung new jack city wannabe .	0
a serious movie with serious ideas .	1
sayles has an eye for the ways people of different ethnicities talk to and about others outside the group .	1
the big-screen scooby makes the silly original cartoon seem smart and well-crafted in comparison .	0
looks and feels like a low-budget hybrid of scarface or carlito 's way .	0
godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .	1
cut through the layers of soap-opera emotion and you find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most .	1
it jumps around with little logic or continuity , presenting backstage bytes of information that never amount to a satisfying complete picture of this particular , anciently demanding métier .	0
clare peploe 's airless movie adaptation could use a little american pie-like irreverence .	0
less than fresh .	0
oh , james !	1
a good thriller .	1
what 's really sad is to see two academy award winning actresses -lrb- and one academy award winning actor -rrb- succumb to appearing in this junk that 's tv sitcom material at best .	0
-lrb- the cockettes -rrb- provides a window into a subculture hell-bent on expressing itself in every way imaginable . '	1
pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god in the fifth trek flick .	0
a negligible british comedy .	0
one of the funniest motion pictures of the year , but ... also one of the most curiously depressing .	1
collateral damage is trash , but it earns extra points by acting as if it were n't .	0
disjointed parody .	0
... a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .	1
-lrb- clooney 's -rrb- debut can be accused of being a bit undisciplined , but it has a tremendous , offbeat sense of style and humor that suggests he was influenced by some of the filmmakers who have directed him , especially the coen brothers and steven soderbergh .	1
they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .	0
though jones and snipes are enthralling , the movie bogs down in rhetoric and cliché .	0
reminiscent of alfred hitchcock 's thrillers , most of the scary parts in ` signs ' occur while waiting for things to happen .	1
to get at the root psychology of this film would require many sessions on the couch of dr. freud .	0
the sheer dumbness of the plot -lrb- other than its one good idea -rrb- and the movie 's inescapable air of sleaziness get you down .	0
it has a way of seeping into your consciousness , with lingering questions about what the film is really getting at .	1
the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial .	0
the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences .	0
should have been worth cheering as a breakthrough but is devoid of wit and humor .	0
those with a modicum of patience will find in these characters ' foibles a timeless and unique perspective .	1
here , alas , it collapses like an overcooked soufflé .	0
although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching .	1
nothing here seems as funny as it did in analyze this , not even joe viterelli as de niro 's right-hand goombah .	0
what happens when something goes bump in the night and nobody cares ?	0
often lingers just as long on the irrelevant as on the engaging , which gradually turns what time is it there ?	0
needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots and quick-cut edits that often detract from the athleticism .	0
... there 's a choppy , surface-effect feeling to the whole enterprise .	0
peppering this urban study with references to norwegian folktales , villeneuve creates in maelstrom a world where the bizarre is credible and the real turns magical .	1
the 50-something lovebirds are too immature and unappealing to care about .	0
what 's most memorable about circuit is that it 's shot on digital video , whose tiny camera enables shafer to navigate spaces both large ... and small ... with considerable aplomb .	1
... plays like a badly edited , 91-minute trailer -lrb- and -rrb- the director ca n't seem to get a coherent rhythm going .	0
it aimlessly and unsuccessfully attempts to fuse at least three dull plots into one good one .	0
the film is a verbal duel between two gifted performers .	1
there is a welcome lack of pretension about the film , which very simply sets out to entertain and ends up delivering in good measure .	1
the best thing about the movie is its personable , amusing cast .	1
we 've seen the hippie-turned-yuppie plot before , but there 's an enthusiastic charm in fire that makes the formula fresh again .	1
sad to say -- it accurately reflects the rage and alienation that fuels the self-destructiveness of many young people .	1
this is a story that zings all the way through with originality , humour and pathos .	1
despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j.k. rowling 's marvelous series into a deadly bore .	0
conceptually brilliant ... plays like a living-room war of the worlds , gaining most of its unsettling force from the suggested and the unknown .	1
ultimately too repellent to fully endear itself to american art house audiences , but it is notable for its stylistic austerity and forcefulness .	0
one of those films that seems tailor made to air on pay cable to offer some modest amusements when one has nothing else to watch .	0
`` solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work .	0
a cutesy romantic tale with a twist .	1
once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours .	0
when you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .	0
takes a fresh and absorbing look at a figure whose legacy had begun to bronze .	1
a live-action cartoon , a fast-moving and cheerfully simplistic 88 minutes of exaggerated action put together with the preteen boy in mind .	1
for dance completists only .	0
the pleasure of read my lips is like seeing a series of perfect black pearls clicking together to form a string .	1
phoned-in business as usual .	0
a vibrant whirlwind of love , family and all that goes with it , my big fat greek wedding is a non-stop funny feast of warmth , colour and cringe .	1
jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .	0
a screenplay more ingeniously constructed than `` memento ''	1
an enjoyable above average summer diversion .	1
miller has crafted an intriguing story of maternal instincts and misguided acts of affection .	1
`` ... something appears to have been lost in the translation this time .	0
all comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .	0
and diesel is n't the actor to save it .	0
and it 's a lousy one at that .	0
sweetly sexy , funny and touching .	1
though it lacks the utter authority of a genre gem , there 's a certain robustness to this engaging mix of love and bloodletting .	1
the film is a very good viewing alternative for young women .	1
the crassness of this reactionary thriller is matched only by the ridiculousness of its premise .	0
stripped almost entirely of such tools as nudity , profanity and violence , labute does manage to make a few points about modern man and his problematic quest for human connection .	0
morton deserves an oscar nomination .	1
movies like high crimes flog the dead horse of surprise as if it were an obligation .	0
diane lane works nothing short of a minor miracle in unfaithful .	1
the cast delivers without sham the raw-nerved story .	1
for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .	0
broomfield has a rather unique approach to documentary .	1
as the mediterranean sparkles , ` swept away ' sinks .	0
while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting .	1
that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .	0
unexpected , and often contradictory , truths emerge .	1
howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a buñuel retrospective .	1
there is a certain sense of experimentation and improvisation to this film that may not always work , but it is nevertheless compelling .	1
intelligent , caustic take on a great writer and dubious human being .	1
it is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .	0
shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes .	1
american musical comedy as we know it would n't exist without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway .	1
sparse but oddly compelling .	1
these characters become wearisome .	0
anyone who suffers through this film deserves , at the very least , a big box of consolation candy .	0
there 's no disguising this as one of the worst films of the summer .	0
a distinctly minor effort that will be seen to better advantage on cable , especially considering its barely feature-length running time of one hour .	0
one of the funnier movies in town .	1
charlotte sometimes is a brilliant movie .	1
despite its flaws ... belinsky is still able to create an engaging story that keeps you guessing at almost every turn .	1
-lrb- washington 's -rrb- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .	1
what should have been a painless time-killer becomes instead a grating endurance test .	0
essentially a collection of bits -- and they 're all naughty .	1
even better than the first one !	1
infidelity drama is nicely shot , well-edited and features a standout performance by diane lane .	1
woven together handsomely , recalling sixties ' rockumentary milestones from lonely boy to do n't look back .	1
caine makes us watch as his character awakens to the notion that to be human is eventually to have to choose .	1
a visionary marvel , but it 's lacking a depth in storytelling usually found in anime like this .	0
one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense .	1
i like this movie a lot .	1
well-meant but unoriginal .	0
it may scream low budget , but this charmer has a spirit that can not be denied .	1
-lrb- stevens is -rrb- so stoked to make an important film about human infidelity and happenstance that he tosses a kitchen sink onto a story already overladen with plot conceits .	0
a reminder that beyond all the hype and recent digital glitz , spielberg knows how to tell us about people .	1
for all its brooding quality , ash wednesday is suspenseful and ultimately unpredictable , with a sterling ensemble cast .	1
appropriately cynical social commentary aside , # 9 never quite ignites .	0
what makes salton sea surprisingly engrossing is that caruso takes an atypically hypnotic approach to a world that 's often handled in fast-edit , hopped-up fashion .	1
it 's a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics .	1
still , the updated dickensian sensibility of writer craig bartlett 's story is appealing .	1
full frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .	0
filled with alexandre desplat 's haunting and sublime music , the movie completely transfixes the audience .	1
the actresses find their own rhythm and protect each other from the script 's bad ideas and awkwardness .	1
take care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .	0
spirit is a visual treat , and it takes chances that are bold by studio standards , but it lacks a strong narrative .	1
the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .	1
contrasting the original ringu with the current americanized adaptation is akin to comparing the evil dead with evil dead ii	0
it 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .	1
most of the problems with the film do n't derive from the screenplay , but rather the mediocre performances by most of the actors involved	0
mostly , -lrb- goldbacher -rrb- just lets her complicated characters be unruly , confusing and , through it all , human .	1
promises is one film that 's truly deserving of its oscar nomination .	1
yet another arnold vehicle that fails to make adequate use of his particular talents .	0
one fantastic -lrb- and educational -rrb- documentary .	1
but it 's hard to imagine a more generic effort in the genre .	0
despite the surface attractions -- conrad l. hall 's cinematography will likely be nominated for an oscar next year -- there 's something impressive and yet lacking about everything .	1
this rich , bittersweet israeli documentary , about the life of song-and-dance-man pasach ` ke burstein and his family , transcends ethnic lines .	1
skip this dreck , rent animal house and go back to the source .	0
though clearly well-intentioned , this cross-cultural soap opera is painfully formulaic and stilted .	0
as giddy and whimsical and relevant today as it was 270 years ago .	1
this film is too busy hitting all of its assigned marks to take on any life of its own .	0
this is a visually stunning rumination on love , memory , history and the war between art and commerce .	1
yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe .	0
the film is delicately narrated by martin landau and directed with sensitivity and skill by dana janklowicz-mann .	1
this is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .	1
if a big musical number like ` praise the lord , he 's the god of second chances ' does n't put you off , this will be an enjoyable choice for younger kids .	1
as animation increasingly emphasizes the computer and the cool , this is a film that takes a stand in favor of tradition and warmth .	1
this flat run at a hip-hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines .	0
the film boasts dry humor and jarring shocks , plus moments of breathtaking mystery .	1
ever see one of those comedies that just seem like a bad idea from frame one ?	0
it is scott 's convincing portrayal of roger the sad cad that really gives the film its oomph .	1
gooding is the energetic frontman , and it 's hard to resist his enthusiasm , even if the filmmakers come up with nothing original in the way of slapstick sequences .	1
while the film is competent , it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires .	0
the title , alone , should scare any sane person away .	0
banal and predictable .	0
plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .	0
russian ark is a new treasure of the hermitage .	1
i 've had more interesting -- and , dare i say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .	0
i have n't seen such self-amused trash since freddy got fingered .	0
ultimately , in the history of the academy , people may be wondering what all that jazz was about `` chicago '' in 2002 .	0
its and pieces of the hot chick are so hilarious , and schneider 's performance is so fine , it 's a real shame that so much of the movie -- again , as in the animal -- is a slapdash mess .	0
a half-assed film .	0
with a `` spy kids '' sequel opening next week , why bother with a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ?	0
weirdly , broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .	0
first and foremost ... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings .	1
this rather unfocused , all-over-the-map movie would be a lot better if it pared down its plots and characters to a few rather than dozens ... or if it were subtler ... or if it had a sense of humor .	0
admirers of director abel ferrara may be relieved that his latest feature , r xmas , marks a modest if encouraging return to form .	1
one thing 's for sure -- if george romero had directed this movie , it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head .	0
-lrb- siegel -rrb- and co-writers lisa bazadona and grace woodard have relied too much on convention in creating the characters who surround frankie .	0
producer john penotti surveyed high school students ... and came back with the astonishing revelation that `` they wanted to see something that did n't talk down to them . ''	1
there 's no palpable chemistry between lopez and male lead ralph fiennes , plus the script by working girl scribe kevin wade is workmanlike in the extreme .	0
it does n't reach them , but the effort is gratefully received .	1
watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures .	1
that such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .	0
it 's so crammed with scenes and vistas and pretty moments that it 's left a few crucial things out , like character development and coherence .	0
just about everyone involved here seems to be coasting .	0
for his first attempt at film noir , spielberg presents a fascinating but flawed look at the near future .	1
a grating , emaciated flick .	0
the nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .	0
insomnia is one of the year 's best films and pacino gives one of his most daring , and complicated , performances .	1
a less-than-thrilling thriller .	0
god bless crudup and his aversion to taking the easy hollywood road and cashing in on his movie-star gorgeousness .	1
delightfully rendered	1
this breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .	1
got some good , organic character work , lots of obvious political insights and little room for engaging , imaginative filmmaking in its nearly 2 1\/2 - hour , dissipated length .	1
it 's tommy 's job to clean the peep booths surrounding her , and after viewing this one , you 'll feel like mopping up , too .	0
an average b-movie with no aspirations to be anything more .	0
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater provides .	1
an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength .	0
remember it .	1
... spiced with humor -lrb- ' i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand -rrb- and witty updatings -lrb- silver 's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around -rrb-	1
there 's no energy .	0
a raunchy and frequently hilarious follow-up to the gifted korean american stand-up 's i 'm the one that i want .	1
barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .	0
we do get the distinct impression that this franchise is drawing to a close .	0
surprisingly insightful	1
the powder blues and sun-splashed whites of tunis make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs .	1
the movie should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end .	1
the country bears wastes an exceptionally good idea .	0
the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world .	1
deadly dull , pointless meditation on losers in a gone-to-seed hotel .	0
a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- the uncertain girl on the brink of womanhood .	1
a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it 's based on true events somehow makes it all the more compelling .	1
i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .	1
despite engaging offbeat touches , knockaround guys rarely seems interested in kicking around a raison d'etre that 's as fresh-faced as its young-guns cast .	0
nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .	1
nothing about this movie works .	0
an inexperienced director , mehta has much to learn .	0
ferrara 's best film in years .	1
it 's a frankenstein-monster of a film that does n't know what it wants to be .	0
it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	1
when not wallowing in its characters ' frustrations , the movie is busy contriving false , sitcom-worthy solutions to their problems .	0
even if you 're an elvis person , you wo n't find anything to get excited about on this dvd .	0
a sloppy slapstick throwback to long gone bottom-of-the-bill fare like the ghost and mr. chicken .	0
whether it 's the worst movie of 2002 , i ca n't say for sure : memories of rollerball have faded , and i skipped country bears .	0
a little too ponderous to work as shallow entertainment , not remotely incisive enough to qualify as drama , monsoon wedding serves mostly to whet one 's appetite for the bollywood films .	0
the difference between cho and most comics is that her confidence in her material is merited .	1
the pianist is polanski 's best film .	1
the mantra behind the project seems to have been ` it 's just a kids ' flick . '	0
heavy with flabby rolls of typical toback machinations .	0
mr. polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .	1
what redeems the film is the cast , particularly the ya-yas themselves .	1
it is also a testament to the integrity and vision of the band .	1
it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .	1
i hate the feeling of having been slimed in the name of high art .	0
does n't do more than expand a tv show to movie length .	0
it has that rare quality of being able to creep the living hell out of you ...	1
remove spider-man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .	1
land , people and narrative flow together in a stark portrait of motherhood deferred and desire explored .	1
this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors .	1
the film oozes craft .	1
a spiffy animated feature about an unruly adolescent boy who is yearning for adventure and a chance to prove his worth .	1
the film , while not exactly assured in its execution , is notable for its sheer audacity and openness .	1
it 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .	1
the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths .	1
by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story .	0
adam sandler 's eight crazy nights grows on you -- like a rash .	0
i walked away not really know who `` they '' were , what `` they '' looked like .	0
sly , sophisticated and surprising .	1
scott delivers a terrific performance in this fascinating portrait of a modern lothario .	1
rice never clearly defines his characters or gives us a reason to care about them .	0
time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .	1
comes across as a fairly weak retooling .	0
even as i valiantly struggled to remain interested , or at least conscious , i could feel my eyelids ... getting ... very ... heavy ...	0
i liked the movie , but i know i would have liked it more if it had just gone that one step further .	1
we just do n't really care too much about this love story .	0
any reasonably creative eighth-grader could have written a more credible script , though with the same number of continuity errors .	0
the film 's needlessly opaque intro takes its doe-eyed crudup out of pre-9 \/ 11 new york and onto a cross-country road trip of the homeric kind .	0
you 'd be hard put to find a movie character more unattractive or odorous -lrb- than leon -rrb- .	0
it 's nice to see piscopo again after all these years , and chaykin and headly are priceless .	1
shame on writer\/director vicente aranda for making a florid biopic about mad queens , obsessive relationships , and rampant adultery so dull .	0
this romantic\/comedy asks the question how much souvlaki can you take before indigestion sets in .	0
why , you may ask , why should you buy the movie milk when the tv cow is free ?	0
shows holmes has the screen presence to become a major-league leading lady , -lrb- but -rrb- the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives .	0
unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .	0
who needs mind-bending drugs when they can see this , the final part of the ` qatsi ' trilogy , directed by godfrey reggio , with music by philip glass ?	1
this real-life hollywood fairy-tale is more engaging than the usual fantasies hollywood produces .	1
that chirpy songbird britney spears has popped up with more mindless drivel .	0
